# LUCIA Four Log File
# Date: 2025-12-15 18:50:44
# Format: START ligne = config démarrage, DATA lignes = données en temps réel
#
=== LUCIA START ===
PID: Kp=2.50 Ki=0.09 Kd=0.00
Time(ms), Temp(C), Target(C), P, I, D, Power(%)
6870422, 568.0, 570.3, 5.4, 61.9, 0.0, 67
6875451, 568.9, 570.3, 3.8, 62.0, 0.0, 65
6880482, 569.7, 571.3, 3.8, 62.1, 0.0, 65
6885511, 570.4, 572.3, 4.6, 62.2, 0.0, 66
6890543, 571.2, 573.3, 4.8, 62.3, 0.0, 67
6895576, 572.2, 574.3, 5.0, 62.4, 0.0, 67
6900611, 573.1, 575.3, 5.4, 62.5, 0.0, 67
6905644, 573.9, 576.3, 5.9, 62.6, 0.0, 68
6910678, 574.7, 576.3, 3.7, 62.7, 0.0, 66
6915709, 575.6, 577.3, 4.1, 62.7, 0.0, 66
6920741, 576.5, 578.3, 4.6, 62.8, 0.0, 67
6925773, 577.4, 579.3, 4.6, 62.9, 0.0, 67
6930804, 578.1, 580.3, 5.2, 63.0, 0.0, 68
6935831, 579.0, 581.3, 3.2, 63.1, 0.0, 66
6940860, 579.8, 581.3, 3.4, 63.2, 0.0, 66
6945884, 580.7, 582.3, 3.8, 63.3, 0.0, 67
6950908, 581.6, 583.3, 4.3, 63.3, 0.0, 67
6955934, 582.5, 584.3, 4.5, 63.4, 0.0, 67
6960959, 583.2, 585.3, 5.1, 63.5, 0.0, 68
6965986, 584.0, 586.3, 3.0, 63.6, 0.0, 66
6971014, 584.8, 586.3, 3.4, 63.6, 0.0, 67
6976043, 585.7, 587.3, 3.8, 63.7, 0.0, 67
6981070, 586.6, 588.3, 4.1, 63.8, 0.0, 67
6986098, 587.4, 589.3, 4.7, 63.9, 0.0, 68
6991124, 588.2, 590.3, 4.8, 64.0, 0.0, 68
6996154, 589.0, 591.3, 5.3, 64.1, 0.0, 69
7001187, 589.9, 591.3, 3.5, 64.1, 0.0, 67
7006216, 590.7, 592.3, 3.8, 64.2, 0.0, 68
7011244, 591.5, 593.3, 4.4, 64.3, 0.0, 68
7016271, 592.3, 594.3, 4.8, 64.4, 0.0, 69
7021301, 593.2, 595.3, 5.1, 64.5, 0.0, 69
7026332, 594.1, 596.3, 5.5, 64.6, 0.0, 70
7031362, 594.8, 596.3, 3.4, 64.7, 0.0, 68
7036395, 595.7, 597.3, 3.8, 64.7, 0.0, 68
7041427, 596.5, 598.3, 4.6, 64.8, 0.0, 69
7046463, 597.3, 599.3, 4.5, 64.9, 0.0, 69
7051494, 598.3, 600.0, 4.6, 65.0, 0.0, 69
7056523, 598.9, 600.0, 2.6, 65.1, 0.0, 67
7061552, 599.7, 600.0, 0.4, 65.1, 0.0, 65
7066602, 600.4, 600.0, -1.0, 65.1, 0.0, 64
7071675, 601.0, 600.0, -2.8, 65.1, 0.0, 62
7076746, 601.7, 600.0, -4.4, 65.0, 0.0, 60
7081816, 602.2, 600.0, -5.7, 64.9, 0.0, 59
7086887, 602.5, 600.0, -6.7, 64.8, 0.0, 58
7091958, 602.8, 600.0, -7.3, 64.7, 0.0, 57
7097031, 603.2, 600.0, -8.3, 64.5, 0.0, 56
7102105, 603.4, 600.0, -9.1, 64.4, 0.0, 55
7107181, 603.7, 600.0, -9.3, 64.2, 0.0, 54
7112258, 603.9, 600.0, -10.1, 64.1, 0.0, 53
7117334, 604.0, 600.0, -10.1, 63.9, 0.0, 53
7122409, 604.1, 600.0, -10.6, 63.7, 0.0, 53
7127483, 604.2, 600.0, -10.9, 63.5, 0.0, 52
7132558, 604.1, 600.0, -10.7, 63.3, 0.0, 52
7137631, 604.2, 600.0, -11.1, 63.1, 0.0, 52
7142706, 604.2, 600.0, -10.9, 62.9, 0.0, 52
7147782, 604.2, 600.0, -10.6, 62.7, 0.0, 52
7152857, 604.2, 600.0, -10.9, 62.5, 0.0, 51
7157934, 604.1, 600.0, -10.7, 62.3, 0.0, 51
7163012, 604.0, 600.0, -10.6, 62.1, 0.0, 51
7168088, 604.0, 600.0, -10.3, 61.9, 0.0, 51
7173165, 603.8, 600.0, -9.8, 61.8, 0.0, 51
7178242, 603.6, 600.0, -9.8, 61.6, 0.0, 51
7183318, 603.6, 600.0, -9.2, 61.4, 0.0, 52
7188393, 603.6, 600.0, -8.9, 61.2, 0.0, 52
7193467, 603.5, 600.0, -9.2, 61.1, 0.0, 51
7198541, 603.4, 600.0, -8.8, 60.9, 0.0, 52
7203613, 603.4, 600.0, -8.9, 60.8, 0.0, 51
7208687, 603.4, 600.0, -8.7, 60.6, 0.0, 51
7213760, 603.2, 600.0, -8.2, 60.5, 0.0, 52
7218832, 603.2, 600.0, -8.6, 60.3, 0.0, 51
7223905, 603.1, 600.0, -8.2, 60.2, 0.0, 51
7228978, 603.1, 600.0, -7.9, 60.0, 0.0, 52
7234051, 602.9, 600.0, -8.0, 59.9, 0.0, 51
7239123, 602.9, 600.0, -7.5, 59.7, 0.0, 52
7244194, 603.0, 600.0, -7.8, 59.6, 0.0, 51
7249267, 602.9, 600.0, -7.5, 59.5, 0.0, 51
7254340, 602.8, 600.0, -7.5, 59.3, 0.0, 51
7259413, 602.9, 600.0, -7.6, 59.2, 0.0, 51
7264486, 602.8, 600.0, -7.4, 59.1, 0.0, 51
7269559, 602.7, 600.0, -6.8, 58.9, 0.0, 52
7274632, 602.7, 600.0, -7.3, 58.8, 0.0, 51
7279706, 602.7, 600.0, -6.9, 58.7, 0.0, 51
7284779, 602.6, 600.0, -7.1, 58.6, 0.0, 51
7289852, 602.7, 600.0, -6.8, 58.4, 0.0, 51
7294928, 602.5, 600.0, -6.5, 58.3, 0.0, 51
7300002, 602.5, 600.0, -6.9, 58.2, 0.0, 51
7305075, 602.5, 600.0, -6.5, 58.1, 0.0, 51
7310149, 602.4, 600.0, -6.1, 58.0, 0.0, 51
7315223, 602.3, 600.0, -6.5, 57.9, 0.0, 51
7320296, 602.4, 600.0, -6.2, 57.7, 0.0, 51
7325370, 602.4, 600.0, -6.5, 57.6, 0.0, 51
7330444, 602.5, 600.0, -6.3, 57.5, 0.0, 51
7335518, 602.4, 600.0, -6.1, 57.4, 0.0, 51
7340591, 602.5, 600.0, -6.7, 57.3, 0.0, 50
7345664, 602.4, 600.0, -6.3, 57.2, 0.0, 50
7350735, 602.5, 600.0, -6.2, 57.0, 0.0, 50
7355806, 602.4, 600.0, -6.7, 56.9, 0.0, 50
7360877, 602.3, 600.0, -6.1, 56.8, 0.0, 50
7365947, 602.3, 600.0, -6.3, 56.7, 0.0, 50
7371020, 602.4, 600.0, -6.2, 56.6, 0.0, 50
7376091, 602.3, 600.0, -6.2, 56.5, 0.0, 50
7381163, 602.5, 600.0, -6.7, 56.4, 0.0, 49
7386235, 602.5, 600.0, -6.5, 56.3, 0.0, 49
7391310, 602.7, 600.0, -6.7, 56.1, 0.0, 49
7396384, 602.5, 600.0, -6.7, 56.0, 0.0, 49
7401459, 602.6, 600.0, -6.7, 55.9, 0.0, 49
7406533, 602.6, 600.0, -7.0, 55.8, 0.0, 48
7411607, 602.4, 600.0, -6.7, 55.7, 0.0, 48
7416681, 602.4, 600.0, -6.4, 55.5, 0.0, 49
7421756, 602.5, 600.0, -6.4, 55.4, 0.0, 49
7426831, 602.5, 600.0, -6.2, 55.3, 0.0, 49
7431905, 602.5, 600.0, -6.2, 55.2, 0.0, 48
7436977, 602.3, 600.0, -6.4, 55.1, 0.0, 48
7442051, 602.3, 600.0, -6.2, 55.0, 0.0, 48
7447122, 602.3, 600.0, -6.4, 54.9, 0.0, 48
7452195, 602.4, 600.0, -6.2, 54.8, 0.0, 48
7457268, 602.2, 600.0, -6.0, 54.6, 0.0, 48
7462340, 602.1, 600.0, -6.1, 54.5, 0.0, 48
7467413, 602.2, 600.0, -5.8, 54.4, 0.0, 48
7472486, 602.2, 600.0, -5.5, 54.3, 0.0, 48
7477558, 602.1, 600.0, -5.6, 54.2, 0.0, 48
7482632, 602.0, 600.0, -5.3, 54.1, 0.0, 48
7487704, 602.1, 600.0, -5.7, 54.0, 0.0, 48
7492775, 602.1, 600.0, -5.6, 53.9, 0.0, 48
7497848, 602.0, 600.0, -5.4, 53.8, 0.0, 48
7502919, 602.0, 600.0, -5.1, 53.8, 0.0, 48
7507992, 602.0, 600.0, -5.1, 53.7, 0.0, 48
7513064, 602.0, 600.0, -5.0, 53.6, 0.0, 48
7518138, 602.0, 600.0, -5.5, 53.5, 0.0, 47
7523211, 602.0, 600.0, -5.3, 53.4, 0.0, 48
7528285, 602.1, 600.0, -5.5, 53.3, 0.0, 47
7533359, 602.0, 600.0, -5.3, 53.2, 0.0, 47
7538433, 602.0, 600.0, -5.0, 53.1, 0.0, 48
7543505, 602.1, 600.0, -6.1, 53.0, 0.0, 46
7548581, 602.1, 600.0, -5.4, 52.9, 0.0, 47
7553657, 602.1, 600.0, -5.1, 52.8, 0.0, 47
7558733, 602.0, 600.0, -5.6, 52.7, 0.0, 47
7563808, 602.1, 600.0, -5.5, 52.6, 0.0, 47
7568883, 602.1, 600.0, -5.7, 52.5, 0.0, 46
7573959, 602.1, 600.0, -5.4, 52.4, 0.0, 47
7579034, 602.2, 600.0, -5.6, 52.3, 0.0, 46
7584109, 602.2, 600.0, -6.1, 52.2, 0.0, 46
7589183, 602.2, 600.0, -6.0, 52.1, 0.0, 46
7594257, 602.2, 600.0, -5.6, 52.0, 0.0, 46
7599331, 602.1, 600.0, -6.0, 51.9, 0.0, 45
7604406, 602.1, 600.0, -5.7, 51.8, 0.0, 46
7609480, 602.2, 600.0, -6.0, 51.7, 0.0, 45
7614555, 602.2, 600.0, -5.8, 51.6, 0.0, 45
7619630, 602.1, 600.0, -5.5, 51.5, 0.0, 45
7624704, 602.1, 600.0, -5.6, 51.4, 0.0, 45
7629778, 602.1, 600.0, -5.3, 51.3, 0.0, 46
7634852, 602.1, 600.0, -5.1, 51.2, 0.0, 46
7639927, 602.0, 600.0, -5.4, 51.1, 0.0, 45
7645001, 601.9, 600.0, -5.0, 51.0, 0.0, 45
7650075, 601.9, 600.0, -5.4, 50.9, 0.0, 45
7655150, 601.8, 600.0, -4.9, 50.8, 0.0, 45
7660224, 601.7, 600.0, -4.5, 50.7, 0.0, 46
7665292, 601.8, 600.0, -5.0, 50.6, 0.0, 45
7670341, 601.8, 601.0, -4.8, 50.5, 0.0, 45
7675390, 601.7, 601.0, -1.8, 50.5, 0.0, 48
7680436, 601.8, 602.0, -0.1, 50.5, 0.0, 50
7685480, 602.1, 603.0, 2.1, 50.5, 0.0, 52
7690527, 602.2, 604.0, 4.2, 50.6, 0.0, 54
7695578, 602.4, 605.0, 6.4, 50.7, 0.0, 57
7700627, 602.7, 606.0, 8.3, 50.8, 0.0, 59
7705674, 603.2, 606.0, 6.9, 50.9, 0.0, 57
7710724, 603.7, 607.0, 8.2, 51.1, 0.0, 59
7715775, 604.2, 608.0, 9.5, 51.3, 0.0, 60
7720822, 604.7, 609.0, 10.4, 51.4, 0.0, 61
7725872, 605.4, 610.0, 11.5, 51.6, 0.0, 63
7730921, 606.1, 611.0, 9.8, 51.8, 0.0, 61
7735976, 606.8, 611.0, 10.7, 52.0, 0.0, 62
7741030, 607.4, 612.0, 11.3, 52.3, 0.0, 63
7746080, 608.4, 613.0, 11.4, 52.5, 0.0, 63
7751137, 609.2, 614.0, 11.8, 52.7, 0.0, 64
7756195, 610.2, 615.0, 12.1, 52.9, 0.0, 64
7761253, 611.1, 616.0, 12.3, 53.1, 0.0, 65
7766310, 611.9, 617.0, 10.2, 53.4, 0.0, 63
7771363, 612.8, 617.0, 10.4, 53.5, 0.0, 63
7776416, 613.7, 618.0, 10.4, 53.8, 0.0, 64
7781474, 614.7, 619.0, 10.5, 54.0, 0.0, 64
7786527, 615.6, 620.0, 10.8, 54.1, 0.0, 64
7791578, 616.6, 621.0, 10.8, 54.3, 0.0, 65
7796629, 617.6, 622.0, 11.1, 54.5, 0.0, 65
7801675, 618.6, 622.0, 8.5, 54.7, 0.0, 63
7806723, 619.5, 623.0, 8.7, 54.9, 0.0, 63
7811770, 620.4, 624.0, 9.0, 55.0, 0.0, 64
7816819, 621.4, 625.0, 9.0, 55.2, 0.0, 64
7821865, 622.3, 626.0, 9.1, 55.4, 0.0, 64
7826911, 623.2, 627.0, 6.7, 55.5, 0.0, 62
7831959, 624.1, 627.0, 7.3, 55.7, 0.0, 62
7837008, 625.1, 628.0, 7.3, 55.8, 0.0, 63
7842058, 625.9, 629.0, 7.6, 56.0, 0.0, 63
7847107, 626.7, 630.0, 7.8, 56.1, 0.0, 63
7852158, 627.6, 631.0, 8.3, 56.3, 0.0, 64
7857210, 628.5, 632.0, 8.6, 56.4, 0.0, 65
7862257, 629.3, 633.0, 6.3, 56.6, 0.0, 62
7867303, 630.3, 633.0, 6.5, 56.7, 0.0, 63
7872353, 631.1, 634.0, 7.1, 56.8, 0.0, 63
7877403, 631.9, 635.0, 7.8, 57.0, 0.0, 64
7882451, 632.7, 636.0, 7.6, 57.1, 0.0, 64
7887500, 633.6, 637.0, 8.3, 57.3, 0.0, 65
7892551, 634.5, 638.0, 5.9, 57.4, 0.0, 63
7897598, 635.3, 638.0, 6.5, 57.5, 0.0, 64
7902649, 636.3, 639.0, 6.6, 57.7, 0.0, 64
7907700, 637.1, 640.0, 7.0, 57.8, 0.0, 64
7912753, 638.0, 641.0, 7.2, 57.9, 0.0, 65
7917805, 638.8, 642.0, 8.1, 58.1, 0.0, 66
7922856, 639.5, 643.0, 6.0, 58.2, 0.0, 64
7927911, 640.3, 643.0, 6.2, 58.3, 0.0, 64
7932968, 641.3, 644.0, 6.6, 58.5, 0.0, 65
7938024, 642.2, 645.0, 7.0, 58.6, 0.0, 65
7943077, 642.8, 646.0, 7.7, 58.8, 0.0, 66
7948134, 643.7, 647.0, 7.8, 58.9, 0.0, 66
7953193, 644.7, 648.0, 8.3, 59.1, 0.0, 67
7958250, 645.4, 649.0, 9.0, 59.2, 0.0, 68
7963305, 646.4, 649.0, 6.5, 59.3, 0.0, 65
7968360, 647.2, 650.0, 7.0, 59.5, 0.0, 66
7973413, 648.1, 651.0, 7.6, 59.6, 0.0, 67
7978465, 648.7, 652.0, 7.9, 59.8, 0.0, 67
7983514, 649.5, 653.0, 8.6, 59.9, 0.0, 68
7988561, 650.3, 654.0, 6.4, 60.0, 0.0, 66
7993614, 651.2, 654.0, 6.8, 60.2, 0.0, 67
7998663, 652.2, 655.0, 7.1, 60.4, 0.0, 67
8003712, 653.0, 656.0, 7.2, 60.5, 0.0, 67
8008763, 654.0, 657.0, 7.5, 60.7, 0.0, 68
8013815, 654.7, 658.0, 7.9, 60.8, 0.0, 68
8018866, 655.6, 659.0, 8.3, 60.9, 0.0, 69
8023919, 656.4, 659.0, 6.4, 61.1, 0.0, 67
8028971, 657.3, 660.0, 6.6, 61.2, 0.0, 67
8034023, 658.1, 661.0, 7.1, 61.3, 0.0, 68
8039072, 659.0, 662.0, 7.5, 61.5, 0.0, 68
8044122, 659.7, 663.0, 7.8, 61.6, 0.0, 69
8049200, 660.7, 664.0, 8.2, 61.8, 0.0, 69
8054301, 661.5, 665.0, 6.0, 61.9, 0.0, 67
8059399, 662.3, 665.0, 6.5, 62.0, 0.0, 68
8064498, 663.1, 666.0, 7.0, 62.2, 0.0, 69
8069600, 663.9, 667.0, 7.1, 62.3, 0.0, 69
8074700, 664.9, 668.0, 7.7, 62.5, 0.0, 70
8079799, 665.7, 669.0, 8.1, 62.6, 0.0, 70
8084902, 666.5, 670.0, 8.4, 62.7, 0.0, 71
8090008, 667.4, 670.0, 6.4, 62.9, 0.0, 69
8095114, 668.2, 671.0, 7.3, 63.0, 0.0, 70
8100216, 669.1, 672.0, 7.2, 63.2, 0.0, 70
8105321, 669.9, 673.0, 7.7, 63.4, 0.0, 71
8110429, 670.9, 674.0, 7.9, 63.5, 0.0, 71
8115538, 671.6, 675.0, 8.1, 63.6, 0.0, 71
8120642, 672.4, 676.0, 8.9, 63.8, 0.0, 72
8125743, 673.1, 676.0, 6.9, 63.9, 0.0, 70
8130847, 674.0, 677.0, 7.3, 64.1, 0.0, 71
8135952, 674.8, 678.0, 7.7, 64.2, 0.0, 71
8141053, 675.8, 679.0, 7.6, 64.4, 0.0, 71
8146155, 676.6, 680.0, 8.3, 64.5, 0.0, 72
8151256, 677.5, 681.0, 9.0, 64.7, 0.0, 73
8156356, 678.3, 682.0, 6.2, 64.8, 0.0, 70
8161456, 679.2, 682.0, 7.0, 65.0, 0.0, 72
8166552, 680.0, 683.0, 7.1, 65.1, 0.0, 72
8171651, 680.9, 684.0, 7.4, 65.3, 0.0, 72
8176750, 681.8, 685.0, 7.9, 65.4, 0.0, 73
8181846, 682.7, 686.0, 8.2, 65.5, 0.0, 73
8186943, 683.3, 687.0, 8.7, 65.7, 0.0, 74
8192046, 684.3, 687.0, 6.8, 65.8, 0.0, 72
8197147, 685.1, 688.0, 6.7, 66.0, 0.0, 72
8202260, 671.9, 689.0, 42.8, 66.6, 0.0, 100
8207289, 670.9, 690.0, 48.1, 67.4, 0.0, 100
8212318, 672.9, 691.0, 45.3, 68.3, 0.0, 100
8217347, 675.1, 692.0, 42.9, 69.0, 0.0, 100
8222372, 677.5, 693.0, 38.7, 69.8, 0.0, 100
8227397, 680.2, 693.0, 32.9, 70.4, 0.0, 100
8232423, 682.8, 694.0, 28.0, 71.0, 0.0, 98
8237526, 685.7, 695.0, 24.6, 71.4, 0.0, 96
8242629, 688.2, 696.0, 20.5, 71.8, 0.0, 92
8247731, 690.4, 697.0, 17.9, 72.1, 0.0, 90
8252832, 692.8, 698.0, 13.8, 72.4, 0.0, 86
8257931, 694.6, 698.0, 8.3, 72.6, 0.0, 80
8263030, 696.5, 699.0, 6.9, 72.8, 0.0, 79
8268131, 698.3, 700.0, 4.5, 72.9, 0.0, 77
8273236, 699.9, 701.0, 2.7, 73.0, 0.0, 75
8278341, 701.3, 702.0, 1.8, 73.0, 0.0, 74
8283443, 702.7, 703.0, 0.8, 73.0, 0.0, 73
8288544, 703.9, 704.0, -2.0, 73.0, 0.0, 70
8293651, 704.9, 704.0, -2.6, 73.0, 0.0, 70
8298754, 705.9, 705.0, -2.6, 73.0, 0.0, 70
8303857, 706.9, 706.0, -2.7, 73.0, 0.0, 70
8308962, 707.8, 707.0, -2.3, 72.9, 0.0, 70
8314064, 708.7, 708.0, -1.7, 72.9, 0.0, 71
8319168, 709.1, 709.0, -1.0, 72.9, 0.0, 71
8324272, 710.0, 710.0, -2.8, 72.8, 0.0, 70
8329376, 710.7, 710.0, -2.1, 72.8, 0.0, 70
8334485, 711.6, 711.0, -1.6, 72.8, 0.0, 71
8339592, 712.2, 712.0, -1.0, 72.8, 0.0, 71
8344694, 712.9, 713.0, -0.1, 72.8, 0.0, 72
8349800, 713.6, 714.0, 0.6, 72.8, 0.0, 73
8354910, 714.4, 715.0, 1.6, 72.8, 0.0, 74
8360020, 715.0, 715.0, -0.4, 72.8, 0.0, 72
8365131, 715.6, 716.0, 0.5, 72.9, 0.0, 73
8370242, 716.3, 717.0, 1.9, 72.9, 0.0, 74
8375353, 717.1, 718.0, 2.5, 73.0, 0.0, 75
8380464, 717.6, 719.0, 2.9, 73.0, 0.0, 75
8385571, 718.4, 720.0, 4.0, 73.1, 0.0, 77
8390678, 719.1, 721.0, 4.5, 73.1, 0.0, 77
8395784, 719.9, 721.0, 2.8, 73.2, 0.0, 76
8400881, 720.6, 722.0, 3.4, 73.3, 0.0, 76
8405977, 721.5, 723.0, 3.6, 73.4, 0.0, 76
8411073, 722.3, 724.0, 4.6, 73.5, 0.0, 78
8416168, 723.2, 725.0, 4.7, 73.6, 0.0, 78
8421264, 723.8, 726.0, 5.1, 73.6, 0.0, 78
8426362, 724.7, 727.0, 3.4, 73.7, 0.0, 77
8431460, 725.6, 727.0, 3.2, 73.8, 0.0, 77
8436555, 726.5, 728.0, 3.8, 73.9, 0.0, 77
8441654, 727.3, 729.0, 4.3, 74.0, 0.0, 78
8446750, 728.1, 730.0, 4.6, 74.1, 0.0, 78
8451850, 729.0, 731.0, 5.5, 74.2, 0.0, 79
8456951, 729.7, 732.0, 5.6, 74.3, 0.0, 79
8462046, 730.5, 732.0, 3.3, 74.4, 0.0, 77
8467141, 731.4, 733.0, 4.2, 74.4, 0.0, 78
8472239, 732.2, 734.0, 4.6, 74.5, 0.0, 79
8477332, 733.2, 735.0, 4.5, 74.6, 0.0, 79
8482427, 734.0, 736.0, 5.2, 74.7, 0.0, 79
8487525, 734.8, 737.0, 5.1, 74.8, 0.0, 79
8492618, 735.7, 738.0, 3.9, 74.9, 0.0, 78
8497710, 736.5, 738.0, 4.0, 75.0, 0.0, 78
8502806, 737.2, 739.0, 4.2, 75.1, 0.0, 79
8507900, 738.1, 740.0, 5.0, 75.2, 0.0, 80
8512997, 739.0, 741.0, 4.8, 75.3, 0.0, 80
8518095, 740.1, 742.0, 4.8, 75.4, 0.0, 80
8523192, 740.8, 743.0, 5.7, 75.5, 0.0, 81
8528293, 741.5, 744.0, 3.3, 75.6, 0.0, 78
8533393, 742.5, 744.0, 4.6, 75.7, 0.0, 80
8538492, 743.3, 745.0, 4.5, 75.8, 0.0, 80
8543591, 744.0, 746.0, 4.5, 75.9, 0.0, 80
8548695, 745.0, 747.0, 5.4, 76.0, 0.0, 81
8553798, 745.9, 748.0, 5.3, 76.1, 0.0, 81
8558903, 746.8, 749.0, 5.5, 76.2, 0.0, 81
8564007, 747.4, 749.0, 3.9, 76.3, 0.0, 80
8569106, 748.4, 750.0, 4.2, 76.4, 0.0, 80
8574208, 749.3, 751.0, 5.0, 76.5, 0.0, 81
8579306, 750.1, 752.0, 5.1, 76.6, 0.0, 81
8584402, 750.8, 753.0, 5.2, 76.7, 0.0, 81
8589500, 751.7, 754.0, 6.0, 76.7, 0.0, 82
8594597, 752.6, 755.0, 3.6, 76.8, 0.0, 80
8599692, 753.6, 755.0, 3.5, 76.9, 0.0, 80
8604788, 754.1, 756.0, 4.6, 77.0, 0.0, 81
8609888, 755.2, 757.0, 4.5, 77.1, 0.0, 81
8614985, 756.2, 758.0, 5.4, 77.2, 0.0, 82
8620083, 757.1, 759.0, 5.2, 77.3, 0.0, 82
8625179, 757.8, 760.0, 5.1, 77.4, 0.0, 82
8630273, 758.7, 761.0, 3.5, 77.5, 0.0, 80
8635372, 759.7, 761.0, 3.5, 77.6, 0.0, 81
8640466, 760.5, 762.0, 3.8, 77.7, 0.0, 81
8645561, 761.3, 763.0, 4.6, 77.8, 0.0, 82
8650657, 762.2, 764.0, 4.6, 77.9, 0.0, 82
8655753, 763.2, 765.0, 5.3, 77.9, 0.0, 83
8660849, 764.1, 766.0, 5.1, 78.0, 0.0, 83
8665948, 764.7, 766.0, 3.1, 78.1, 0.0, 81
8671046, 765.6, 767.0, 4.0, 78.2, 0.0, 82
8676144, 766.6, 768.0, 4.1, 78.3, 0.0, 82
8681241, 767.3, 769.0, 4.1, 78.4, 0.0, 82
8686338, 768.3, 770.0, 4.9, 78.5, 0.0, 83
8691432, 769.1, 771.0, 4.6, 78.5, 0.0, 83
8696529, 769.8, 772.0, 3.3, 78.6, 0.0, 81
8701626, 770.7, 772.0, 3.9, 78.7, 0.0, 82
8706722, 771.4, 773.0, 3.9, 78.8, 0.0, 82
8711820, 772.3, 774.0, 4.7, 78.9, 0.0, 83
8716916, 773.1, 775.0, 4.7, 79.0, 0.0, 83
8722013, 774.0, 776.0, 5.1, 79.1, 0.0, 84
8727115, 774.7, 777.0, 6.0, 79.2, 0.0, 85
8732217, 775.6, 778.0, 3.6, 79.3, 0.0, 82
8737315, 776.4, 778.0, 4.6, 79.4, 0.0, 83
8742417, 777.1, 779.0, 4.9, 79.5, 0.0, 84
8747516, 777.9, 780.0, 5.1, 79.6, 0.0, 84
8752615, 778.8, 781.0, 6.2, 79.7, 0.0, 85
8757714, 779.7, 782.0, 6.2, 79.8, 0.0, 85
8762808, 780.5, 783.0, 6.3, 79.9, 0.0, 86
8767900, 781.2, 783.0, 4.9, 80.0, 0.0, 84
8772996, 782.2, 784.0, 4.8, 80.1, 0.0, 84
8778089, 783.0, 785.0, 5.5, 80.2, 0.0, 85
8783182, 783.8, 786.0, 5.8, 80.3, 0.0, 86
8788277, 784.7, 787.0, 5.8, 80.4, 0.0, 86
8793371, 785.7, 788.0, 6.6, 80.5, 0.0, 87
8798465, 786.6, 789.0, 4.0, 80.6, 0.0, 84
8803563, 787.5, 789.0, 3.8, 80.8, 0.0, 84
8808660, 788.2, 790.0, 5.0, 80.8, 0.0, 85
8813760, 789.1, 791.0, 5.1, 81.0, 0.0, 86
8818860, 790.0, 792.0, 5.9, 81.0, 0.0, 86
8823958, 790.8, 793.0, 5.9, 81.2, 0.0, 87
8829060, 791.5, 794.0, 5.9, 81.3, 0.0, 87
8834161, 792.6, 795.0, 4.3, 81.3, 0.0, 85
8839257, 793.3, 795.0, 4.5, 81.5, 0.0, 85
8844354, 794.2, 796.0, 4.4, 81.6, 0.0, 85
8849453, 795.0, 797.0, 5.5, 81.7, 0.0, 87
8854549, 795.8, 798.0, 5.7, 81.8, 0.0, 87
8859645, 796.8, 799.0, 6.6, 81.9, 0.0, 88
8864744, 797.7, 800.0, 3.9, 82.0, 0.0, 85
8869834, 798.4, 800.0, 4.2, 82.1, 0.0, 86
8874928, 799.3, 801.0, 5.0, 82.2, 0.0, 87
8880018, 800.1, 802.0, 5.3, 82.3, 0.0, 87
8885104, 800.9, 803.0, 5.3, 82.4, 0.0, 87
8890193, 801.8, 804.0, 6.0, 82.5, 0.0, 88
8895282, 802.7, 805.0, 6.0, 82.6, 0.0, 88
8900368, 803.5, 806.0, 4.5, 82.7, 0.0, 87
8905456, 804.3, 806.0, 4.7, 82.8, 0.0, 87
8910551, 805.3, 807.0, 4.5, 82.9, 0.0, 87
8915642, 806.1, 808.0, 5.5, 83.0, 0.0, 88
8920734, 806.9, 809.0, 5.5, 83.1, 0.0, 88
8925827, 807.8, 810.0, 5.4, 83.2, 0.0, 88
8930918, 808.7, 811.0, 6.4, 83.3, 0.0, 89
8936015, 809.5, 811.0, 3.9, 83.4, 0.0, 87
8941110, 810.3, 812.0, 4.9, 83.5, 0.0, 88
8946205, 811.1, 813.0, 5.2, 83.6, 0.0, 88
8951301, 812.1, 814.0, 5.3, 83.7, 0.0, 88
8956395, 812.9, 815.0, 5.7, 83.8, 0.0, 89
8961488, 813.7, 816.0, 5.9, 83.9, 0.0, 89
8966586, 814.4, 817.0, 6.5, 84.0, 0.0, 90
8971684, 815.2, 817.0, 4.9, 84.1, 0.0, 88
8976780, 816.2, 818.0, 4.7, 84.2, 0.0, 88
8981877, 817.0, 819.0, 6.0, 84.3, 0.0, 90
8986975, 817.7, 820.0, 6.1, 84.4, 0.0, 90
8992069, 818.6, 821.0, 6.3, 84.5, 0.0, 90
8997165, 819.5, 822.0, 7.1, 84.6, 0.0, 91
9002255, 820.4, 823.0, 4.4, 84.8, 0.0, 89
9007347, 821.1, 823.0, 4.6, 84.9, 0.0, 89
9012441, 822.0, 824.0, 5.6, 85.0, 0.0, 90
9017532, 822.8, 825.0, 5.7, 85.1, 0.0, 90
9022623, 823.7, 826.0, 6.7, 85.2, 0.0, 91
9027719, 824.6, 827.0, 6.5, 85.3, 0.0, 91
9032814, 825.6, 828.0, 6.3, 85.4, 0.0, 91
9037907, 826.4, 828.0, 4.9, 85.5, 0.0, 90
9043001, 827.0, 829.0, 5.1, 85.6, 0.0, 90
9048093, 827.9, 830.0, 5.3, 85.7, 0.0, 91
9053187, 828.9, 831.0, 5.9, 85.8, 0.0, 91
9058278, 829.7, 832.0, 6.1, 86.0, 0.0, 92
9063367, 830.6, 833.0, 6.7, 86.0, 0.0, 92
